Date,Week,AwayTeam,HomeTeam,AwayScore,HomeScore,PointSpread,ForecastDescription,ForecastTempLow,ForecastWindSpeed,Home_PlayerCount,Home_TotalExperience,Home_AvgAge,Home_AvgHeightIN,Away_PlayerCount,Away_TotalExperience,Away_AvgAge,Away_AvgHeightIN,HomeWin,Home_Week,Home_Team,Home_Opponent,Home_TeamScore,Home_OpponentScore,Home_IsHome,Home_AvgPointsScored_Last5,Home_AvgPointsAllowed_Last5,Home_RollingPointDiff_Last5,Home_Win,Home_RollingWinRate_Last5,Away_Week,Away_Team,Away_Opponent,Away_TeamScore,Away_OpponentScore,Away_IsHome,Away_AvgPointsScored_Last5,Away_AvgPointsAllowed_Last5,Away_RollingPointDiff_Last5,Away_Win,Away_RollingWinRate_Last5,ExperienceDiff,AgeDiff,HeightDiff,PlayerCountDiff,RollingPointDiff_Last5,RollingWinRateDiff_Last5
2025-10-12T09:30:00,6,DEN,NYJ,22,18,11.6,Overcast Clouds,55,6,79,470,26,76,66,462,27,77,0,6,NYJ,DEN,18,22,1,37.2,52.0,-14.799999999999997,0,0.0,6,DEN,NYJ,22,18,0,38.6,28.4,10.200000000000003,1,0.6,8,-1,-1,13,-25.0,-0.6
2025-10-12T13:00:00,6,LAR,BAL,28,8,11.6,Light Rain,59,15,65,471,27,76,63,417,27,76,0,6,BAL,LAR,8,28,1,46.8,58.6,-11.800000000000004,0,0.2,6,LAR,BAL,28,8,0,40.8,35.4,5.399999999999999,1,0.6,54,0,0,2,-17.200000000000003,-0.39999999999999997
2025-10-12T13:00:00,6,DAL,CAR,45,50,8.2,Overcast Clouds,62,10,73,507,27,76,69,445,26,75,1,6,CAR,DAL,50,45,1,34.0,39.6,-5.600000000000001,1,0.4,6,DAL,CAR,45,50,0,49.8,50.8,-1.0,0,0.4,62,1,1,4,-4.600000000000001,0.0
2025-10-12T13:00:00,6,ARI,IND,45,51,-13.3,Clear Sky,54,4,73,490,27,77,83,534,27,77,1,6,IND,ARI,51,45,1,54.0,30.6,23.4,1,0.8,6,ARI,IND,45,51,0,34.2,31.8,2.400000000000002,0,0.4,-44,0,0,-10,20.999999999999996,0.4
2025-10-12T13:00:00,6,SEA,JAX,33,20,2.7,Overcast Clouds,67,3,64,443,27,76,67,410,26,76,0,6,JAX,SEA,20,33,1,42.0,33.2,8.799999999999997,0,0.8,6,SEA,JAX,33,20,0,48.4,34.8,13.600000000000001,1,0.6,33,1,0,-3,-4.800000000000004,0.20000000000000007
2025-10-12T13:00:00,6,LAC,MIA,48,45,9.6,Broken Clouds,74,7,71,447,27,76,68,472,27,76,0,6,MIA,LAC,45,48,1,35.6,48.2,-12.600000000000001,0,0.2,6,LAC,MIA,48,45,0,32.6,32.6,0.0,1,0.6,-25,0,0,3,-12.600000000000001,-0.39999999999999997
2025-10-12T13:00:00,6,NE,NO,41,31,9.6,Clear Sky,65,5,71,456,27,76,66,406,26,76,0,6,NO,NE,31,41,1,30.6,44.6,-14.0,0,0.2,6,NE,NO,41,31,0,41.6,33.6,8.0,1,0.6,50,1,0,5,-22.0,-0.39999999999999997
2025-10-12T13:00:00,6,CLE,PIT,15,38,-10.8,Clear Sky,51,5,70,541,28,76,71,443,26,77,1,6,PIT,CLE,38,15,1,39.75,40.5,-0.75,1,0.75,6,CLE,PIT,15,38,0,24.4,40.8,-16.4,0,0.2,98,2,-1,-1,15.649999999999999,0.55
2025-10-12T16:05:00,6,TEN,LV,17,33,-5.8,Clear Sky,66,4,68,433,27,76,72,459,27,77,1,6,LV,TEN,33,17,1,28.8,46.0,-17.2,1,0.2,6,TEN,LV,17,33,0,24.0,46.8,-22.799999999999997,0,0.2,-26,0,-1,-4,5.599999999999998,0.0
2025-10-12T16:25:00,6,CIN,GB,30,45,-23.2,Scattered Clouds,58,9,72,395,26,76,66,413,27,76,1,6,GB,CIN,45,30,1,43.25,35.0,8.25,1,0.5,6,CIN,GB,30,45,0,28.8,51.8,-22.999999999999996,0,0.4,-18,-1,0,6,31.249999999999996,0.09999999999999998
2025-10-12T16:25:00,6,SF,TB,31,50,-5.8,Few Clouds,69,6,67,465,27,76,69,532,28,76,1,6,TB,SF,50,31,1,44.6,43.6,1.0,1,0.8,6,SF,TB,31,50,0,35.2,32.6,2.6000000000000014,0,0.8,-67,-1,0,-2,-1.6000000000000014,0.0
2025-10-12T20:20:00,6,DET,KC,28,50,-4.1,Overcast Clouds,76,13,73,467,26,77,76,545,27,77,1,6,KC,DET,50,28,1,41.2,35.4,5.800000000000004,1,0.4,6,DET,KC,28,50,0,57.6,37.4,20.200000000000003,0,0.8,-78,-1,0,-3,-14.399999999999999,-0.4
2025-10-13T19:15:00,6,BUF,ATL,23,40,9.6,Clear Sky,59,4,71,469,27,76,74,580,28,77,1,6,ATL,BUF,40,23,1,31.25,37.25,-6.0,1,0.5,6,BUF,ATL,23,40,0,50.6,37.4,13.200000000000003,0,0.8,-111,-1,-1,-3,-19.200000000000003,-0.30000000000000004
2025-10-13T20:15:00,6,CHI,WAS,41,40,-9.1,Light Rain,55,12,79,636,29,76,68,484,27,77,0,6,WAS,CHI,40,41,1,44.6,34.8,9.800000000000004,0,0.6,6,CHI,WAS,41,40,0,41.75,48.5,-6.75,1,0.5,152,2,-1,11,16.550000000000004,0.09999999999999998
2025-10-16T20:15:00,7,PIT,CIN,51,55,15.1,Clear Sky,52,4,66,413,27,76,70,541,28,76,1,7,CIN,PIT,55,51,1,29.2,55.4,-26.2,1,0.2,7,PIT,CIN,51,55,0,39.4,35.4,4.0,0,0.8,-128,-1,0,-4,-30.2,-0.6000000000000001
2025-10-19T09:30:00,7,LAR,JAX,58,12,8.2,Light Rain,55,10,64,443,27,76,63,417,27,76,0,7,JAX,LAR,12,58,1,37.4,36.4,1.0,0,0.6,7,LAR,JAX,58,12,0,41.8,34.0,7.799999999999997,1,0.6,26,0,0,1,-6.799999999999997,0.0
2025-10-19T13:00:00,7,NO,CHI,23,43,-5.8,Clear Sky,48,9,68,484,27,77,71,456,27,76,1,7,CHI,NO,43,23,1,41.6,46.8,-5.199999999999996,1,0.6,7,NO,CHI,23,43,0,32.4,46.2,-13.800000000000004,0,0.2,28,0,1,-3,8.600000000000009,0.39999999999999997
2025-10-19T13:00:00,7,MIA,CLE,16,51,-4.1,Moderate Rain,51,21,71,443,26,77,71,447,27,76,1,7,CLE,MIA,51,16,1,22.0,42.8,-20.799999999999997,1,0.2,7,MIA,CLE,16,51,0,42.0,46.8,-4.799999999999997,0,0.2,-4,-1,1,0,-16.0,0.0
2025-10-19T13:00:00,7,LV,KC,0,51,-21.5,Clear Sky,52,11,73,467,26,77,68,433,27,76,1,7,KC,LV,51,0,1,44.2,32.0,12.200000000000003,1,0.6,7,LV,KC,0,51,0,28.8,45.0,-16.2,0,0.2,34,-1,1,5,28.400000000000002,0.39999999999999997
2025-10-19T13:00:00,7,PHI,MIN,46,36,6.9,Clear Sky,45,6,65,440,27,76,68,477,27,77,0,7,MIN,PHI,36,46,1,42.2,32.2,10.0,0,0.6,7,PHI,MIN,46,36,0,39.0,40.6,-1.6000000000000014,1,0.6,-37,0,-1,-3,11.600000000000001,0.0
2025-10-19T13:00:00,7,CAR,NYJ,22,16,-0.8,Light Rain,66,16,79,470,26,76,73,507,27,76,0,7,NYJ,CAR,16,22,1,30.2,45.2,-15.000000000000004,0,0.0,7,CAR,NYJ,22,16,0,40.6,40.0,0.6000000000000014,1,0.6,-37,-1,0,6,-15.600000000000005,-0.6
2025-10-19T13:00:00,7,NE,TEN,51,22,10.8,Clear Sky,48,3,72,459,27,77,66,406,26,76,0,7,TEN,NE,22,51,1,23.4,46.8,-23.4,0,0.2,7,NE,TEN,51,22,0,45.4,33.2,12.199999999999996,1,0.8,53,1,1,6,-35.599999999999994,-0.6000000000000001
2025-10-19T16:05:00,7,NYG,DEN,53,55,-14.1,Few Clouds,53,6,66,462,27,77,79,543,27,76,1,7,DEN,NYG,55,53,1,36.4,28.0,8.399999999999999,1,0.6,7,NYG,DEN,53,55,0,38.0,40.6,-2.6000000000000014,0,0.4,-81,0,1,-13,11.0,0.19999999999999996
2025-10-19T16:05:00,7,IND,LAC,63,40,-4.1,Scattered Clouds,63,1,68,472,27,76,73,490,27,77,0,7,LAC,IND,40,63,1,33.2,34.6,-1.3999999999999986,0,0.6,7,IND,LAC,63,40,0,53.2,37.0,16.200000000000003,1,0.8,-18,0,-1,-5,-17.6,-0.20000000000000007
2025-10-19T16:25:00,7,GB,ARI,45,38,10.8,Clear Sky,68,4,83,534,27,77,72,395,26,76,0,7,ARI,GB,38,45,1,36.6,37.6,-1.0,0,0.2,7,GB,ARI,45,38,0,43.6,34.0,9.600000000000001,1,0.6,139,1,1,11,-10.600000000000001,-0.39999999999999997
2025-10-19T16:25:00,7,WAS,DAL,36,73,-2.5,Clear Sky,63,8,69,445,26,75,79,636,29,76,1,7,DAL,WAS,73,36,1,52.2,52.8,-0.5999999999999943,1,0.4,7,WAS,DAL,36,73,0,45.6,39.8,5.800000000000004,0,0.4,-191,-3,-1,-10,-6.399999999999999,0.0
2025-10-19T20:20:00,7,ATL,SF,17,33,2.7,Clear Sky,58,2,69,532,28,76,71,469,27,76,1,7,SF,ATL,33,17,1,35.8,38.2,-2.4000000000000057,1,0.6,7,ATL,SF,17,33,0,33.0,34.4,-1.3999999999999986,0,0.6,63,1,0,-2,-1.000000000000007,0.0
2025-10-20T19:00:00,7,TB,DET,15,40,-9.9,Clear Sky,51,10,76,545,27,77,67,465,27,76,1,7,DET,TB,40,15,1,58.8,38.4,20.4,1,0.8,7,TB,DET,15,40,0,47.0,43.2,3.799999999999997,0,0.8,80,0,1,9,16.6,0.0
2025-10-20T22:00:00,7,HOU,SEA,31,45,-5.0,Overcast Clouds,50,3,67,410,26,76,75,516,27,77,1,7,SEA,HOU,45,31,1,50.6,33.2,17.4,1,0.8,7,HOU,SEA,31,45,0,35.8,20.2,15.599999999999998,0,0.4,-106,-1,-1,-8,1.8000000000000007,0.4
2025-10-23T20:15:00,8,MIN,LAC,17,61,-5.8,Few Clouds,64,3,68,472,27,76,65,440,27,76,1,8,LAC,MIN,61,17,1,34.6,44.2,-9.600000000000001,1,0.4,8,MIN,LAC,17,61,0,40.4,33.4,7.0,0,0.4,32,0,0,3,-16.6,0.0
2025-10-26T13:00:00,8,MIA,ATL,56,17,-11.6,Light Rain,52,11,71,469,27,76,71,447,27,76,0,8,ATL,MIA,17,56,1,29.8,33.4,-3.599999999999998,0,0.6,8,MIA,ATL,56,17,0,36.2,46.0,-9.799999999999997,1,0.2,22,0,0,0,6.199999999999999,0.39999999999999997
2025-10-26T13:00:00,8,CHI,BAL,27,50,-4.1,Scattered Clouds,46,7,65,471,27,76,68,484,27,77,1,8,BAL,CHI,50,27,1,35.2,50.6,-15.399999999999999,1,0.2,8,CHI,BAL,27,50,0,42.2,42.4,-0.19999999999999574,0,0.8,-13,0,-1,-3,-15.200000000000003,-0.6000000000000001
2025-10-26T13:00:00,8,BUF,CAR,66,15,11.6,Light Rain,50,7,73,507,27,76,74,580,28,77,0,8,CAR,BUF,15,66,1,37.8,34.2,3.5999999999999943,0,0.8,8,BUF,CAR,66,15,0,41.6,32.2,9.399999999999999,1,0.6,-73,-1,-1,-1,-5.800000000000004,0.20000000000000007
2025-10-26T13:00:00,8,NYJ,CIN,65,63,-9.1,Overcast Clouds,49,6,66,413,27,76,79,470,26,76,0,8,CIN,NYJ,63,65,1,30.0,56.6,-26.6,0,0.2,8,NYJ,CIN,65,63,0,30.0,39.6,-9.600000000000001,1,0.0,-57,1,0,-13,-17.0,0.2
2025-10-26T13:00:00,8,SF,HOU,25,43,-5.0,Broken Clouds,65,3,75,516,27,77,69,532,28,76,1,8,HOU,SF,43,25,1,39.0,24.6,14.399999999999999,1,0.4,8,SF,HOU,25,43,0,33.8,34.6,-0.8000000000000043,0,0.6,-16,-1,1,6,15.200000000000003,-0.19999999999999996
2025-10-26T13:00:00,8,CLE,NE,22,53,-11.6,Clear Sky,37,4,66,406,26,76,71,443,26,77,1,8,NE,CLE,53,22,1,44.6,28.6,16.0,1,0.8,8,CLE,NE,22,53,0,26.6,32.4,-5.799999999999997,0,0.4,-37,0,-1,-5,21.799999999999997,0.4
2025-10-26T13:00:00,8,NYG,PHI,33,63,-11.6,Overcast Clouds,48,5,68,477,27,77,79,543,27,76,1,8,PHI,NYG,63,33,1,41.6,42.2,-0.6000000000000014,1,0.6,8,NYG,PHI,33,63,0,36.4,38.4,-2.0,0,0.4,-66,0,1,-11,1.3999999999999986,0.19999999999999996
2025-10-26T16:05:00,8,TB,NO,38,8,9.6,Clear Sky,72,5,71,456,27,76,67,465,27,76,0,8,NO,TB,8,38,1,30.0,46.2,-16.200000000000003,0,0.2,8,TB,NO,38,8,0,43.4,45.0,-1.6000000000000014,1,0.6,-9,0,0,4,-14.600000000000001,-0.39999999999999997
2025-10-26T16:25:00,8,DAL,DEN,40,73,-5.8,Overcast Clouds,48,3,66,462,27,77,69,445,26,75,1,8,DEN,DAL,73,40,1,38.2,29.0,9.200000000000003,1,0.8,8,DAL,DEN,40,73,0,53.6,47.8,5.800000000000004,0,0.4,17,1,2,-3,3.3999999999999986,0.4
2025-10-26T16:25:00,8,TEN,IND,23,63,-24.0,Scattered Clouds,48,8,73,490,27,77,72,459,27,77,1,8,IND,TEN,63,23,1,56.2,35.8,20.400000000000006,1,0.8,8,TEN,IND,23,63,0,21.6,46.0,-24.4,0,0.2,31,0,0,1,44.800000000000004,0.6000000000000001
2025-10-26T20:20:00,8,GB,PIT,58,41,6.9,Clear Sky,42,5,70,541,28,76,72,395,26,76,0,8,PIT,GB,41,58,1,38.4,35.8,2.6000000000000014,0,0.6,8,GB,PIT,58,41,0,43.6,37.2,6.399999999999999,1,0.6,146,2,0,-2,-3.799999999999997,0.0
2025-10-27T20:15:00,8,WAS,KC,12,46,-17.4,Overcast Clouds,53,5,73,467,26,77,79,636,29,76,1,8,KC,WAS,46,12,1,48.8,25.4,23.4,1,0.8,8,WAS,KC,12,46,0,46.8,45.4,1.3999999999999986,0,0.4,-169,-3,1,-6,22.0,0.4
2025-10-30T20:15:00,9,BAL,MIA,46,16,12.4,Overcast Clouds,69,10,71,447,27,76,65,471,27,76,0,9,MIA,BAL,16,46,1,40.4,39.2,1.1999999999999957,0,0.4,9,BAL,MIA,46,16,0,31.6,50.4,-18.799999999999997,1,0.2,-24,0,0,6,19.999999999999993,0.2
2025-11-02T13:00:00,9,CHI,CIN,78,70,8.2,Clear Sky,42,4,66,413,27,76,68,484,27,77,0,9,CIN,CHI,70,78,1,39.2,53.6,-14.399999999999999,0,0.2,9,CHI,CIN,78,70,0,40.6,35.2,5.399999999999999,1,0.8,-71,0,-1,-2,-19.799999999999997,-0.6000000000000001
2025-11-02T13:00:00,9,MIN,DET,45,40,-15.7,Clear Sky,41,9,76,545,27,77,65,440,27,76,0,9,DET,MIN,40,45,1,49.6,34.4,15.200000000000003,0,0.8,9,MIN,DET,45,40,0,40.6,38.4,2.200000000000003,1,0.4,105,0,1,11,13.0,0.4
2025-11-02T13:00:00,9,CAR,GB,27,22,-20.7,Light Rain,44,20,72,395,26,76,73,507,27,76,0,9,GB,CAR,22,27,1,46.2,39.4,6.800000000000004,0,0.6,9,CAR,GB,27,22,0,30.8,47.4,-16.599999999999998,1,0.6,-112,-1,0,-1,23.400000000000002,0.0
2025-11-02T13:00:00,9,DEN,HOU,30,25,-3.3,Clear Sky,57,6,75,516,27,77,66,462,27,77,0,9,HOU,DEN,25,30,1,41.4,23.0,18.4,0,0.6,9,DEN,HOU,30,25,0,46.2,29.4,16.800000000000004,1,1.0,54,0,0,9,1.5999999999999943,-0.4
2025-11-02T13:00:00,9,ATL,NE,38,40,-9.1,Scattered Clouds,36,3,66,406,26,76,71,469,27,76,1,9,NE,ATL,40,38,1,50.6,26.0,24.6,1,1.0,9,ATL,NE,38,40,0,26.0,41.4,-15.399999999999999,0,0.4,-63,-1,0,-5,40.0,0.6
2025-11-02T13:00:00,9,SF,NYG,56,40,6.9,Clear Sky,51,3,79,543,27,76,69,532,28,76,0,9,NYG,SF,40,56,1,40.0,43.8,-3.799999999999997,0,0.4,9,SF,NYG,56,40,0,33.4,38.2,-4.800000000000004,1,0.4,11,-1,0,10,1.000000000000007,0.0
2025-11-02T13:00:00,9,IND,PIT,33,45,8.2,Overcast Clouds,43,4,70,541,28,76,73,490,27,77,1,9,PIT,IND,45,33,1,41.0,37.2,3.799999999999997,1,0.6,9,IND,PIT,33,45,0,55.2,33.8,21.400000000000006,0,0.8,51,1,-1,-3,-17.60000000000001,-0.20000000000000007
2025-11-02T13:00:00,9,LAC,TEN,45,33,16.6,Clear Sky,39,3,72,459,27,77,68,472,27,76,0,9,TEN,LAC,33,45,1,19.6,45.0,-25.4,0,0.2,9,LAC,TEN,45,33,0,39.2,41.0,-1.7999999999999972,1,0.4,-13,0,1,4,-23.6,-0.2
2025-11-02T16:05:00,9,NO,LAR,17,56,-24.0,Overcast Clouds,61,3,63,417,27,76,71,456,27,76,1,9,LAR,NO,56,17,1,42.4,30.2,12.2,1,0.6,9,NO,LAR,17,56,0,27.2,39.2,-12.000000000000004,0,0.2,-39,0,0,-8,24.200000000000003,0.39999999999999997
2025-11-02T16:05:00,9,JAX,LV,50,48,5.5,Broken Clouds,63,1,68,433,27,76,64,443,27,76,0,9,LV,JAX,48,50,1,25.8,48.6,-22.8,0,0.2,9,JAX,LV,50,48,0,30.8,37.8,-6.9999999999999964,1,0.6,-10,0,0,4,-15.800000000000004,-0.39999999999999997
2025-11-02T16:25:00,9,KC,BUF,35,46,6.9,Clear Sky,45,10,74,580,28,77,73,467,26,77,1,9,BUF,KC,46,35,1,44.8,31.8,12.999999999999996,1,0.6,9,KC,BUF,35,46,0,50.8,24.8,25.999999999999996,0,0.8,113,2,0,1,-13.0,-0.20000000000000007
2025-11-02T20:20:00,9,SEA,WAS,63,23,6.9,Clear Sky,47,2,79,636,29,76,67,410,26,76,0,9,WAS,SEA,23,63,1,35.6,46.6,-11.0,0,0.2,9,SEA,WAS,63,23,0,49.4,33.8,15.600000000000001,1,0.8,226,3,0,12,-26.6,-0.6000000000000001
2025-11-03T20:15:00,9,ARI,DAL,45,28,-5.8,Clear Sky,59,10,69,445,26,75,83,534,27,77,0,9,DAL,ARI,28,45,1,57.0,52.2,4.799999999999997,0,0.4,9,ARI,DAL,45,28,0,35.2,39.4,-4.199999999999996,1,0.0,-89,-1,-2,-14,8.999999999999993,0.4
2025-11-06T20:15:00,10,LV,DEN,12,17,-14.1,Scattered Clouds,47,7,66,462,27,77,68,433,27,76,1,10,DEN,LV,17,12,1,43.0,32.8,10.200000000000003,1,1.0,10,LV,DEN,12,17,0,27.4,45.0,-17.6,0,0.2,29,0,1,-2,27.800000000000004,0.8
2025-11-09T09:30:00,10,ATL,IND,41,51,-10.8,Light Rain,43,2,73,490,27,77,71,469,27,76,1,10,IND,ATL,51,41,1,55.2,33.8,21.400000000000006,1,0.8,10,ATL,IND,41,51,0,33.6,39.4,-5.799999999999997,0,0.4,21,0,1,2,27.200000000000003,0.4
2025-11-09T13:00:00,10,NO,CAR,28,12,-8.3,Broken Clouds,49,7,73,507,27,76,71,456,27,76,0,10,CAR,NO,12,28,1,31.8,37.8,-5.9999999999999964,0,0.8,10,NO,CAR,28,12,0,24.4,40.2,-15.800000000000004,1,0.2,51,0,0,2,9.800000000000008,0.6000000000000001
2025-11-09T13:00:00,10,NYG,CHI,33,40,-7.5,Snow,27,21,68,484,27,77,79,543,27,76,1,10,CHI,NYG,40,33,1,46.0,44.6,1.3999999999999986,1,0.8,10,NYG,CHI,33,40,0,41.0,49.0,-8.0,0,0.2,-59,0,1,-11,9.399999999999999,0.6000000000000001
2025-11-09T13:00:00,10,JAX,HOU,48,60,-1.7,Clear Sky,53,14,75,516,27,77,64,443,27,76,1,10,HOU,JAX,60,48,1,43.0,23.4,19.6,1,0.6,10,JAX,HOU,48,60,0,35.2,44.0,-8.799999999999997,0,0.6,73,0,1,11,28.4,0.0
2025-11-09T13:00:00,10,BUF,MIA,22,50,12.4,Clear Sky,73,8,71,447,27,76,74,580,28,77,1,10,MIA,BUF,50,22,1,34.6,41.4,-6.799999999999997,1,0.2,10,BUF,MIA,22,50,0,43.8,31.8,11.999999999999996,0,0.6,-133,-1,-1,-3,-18.799999999999994,-0.39999999999999997
2025-11-09T13:00:00,10,BAL,MIN,45,31,12.4,Overcast Clouds,27,9,65,440,27,76,65,471,27,76,0,10,MIN,BAL,31,45,1,33.6,43.0,-9.399999999999999,0,0.4,10,BAL,MIN,45,31,0,30.8,41.0,-10.2,1,0.4,-31,0,0,0,0.8000000000000007,0.0
2025-11-09T13:00:00,10,CLE,NYJ,33,45,4.1,Light Rain,58,13,79,470,26,76,71,443,26,77,1,10,NYJ,CLE,45,33,1,34.0,42.6,-8.600000000000001,1,0.2,10,CLE,NYJ,33,45,0,26.6,39.6,-13.0,0,0.2,27,0,-1,8,4.399999999999999,0.0
2025-11-09T13:00:00,10,NE,TB,46,38,-4.1,Scattered Clouds,71,11,67,465,27,76,66,406,26,76,0,10,TB,NE,38,46,1,41.4,37.6,3.799999999999997,0,0.6,10,NE,TB,46,38,0,44.6,29.2,15.400000000000002,1,1.0,59,1,0,1,-11.600000000000005,-0.4
2025-11-09T16:05:00,10,ARI,SEA,36,73,-11.6,Clear Sky,54,7,67,410,26,76,83,534,27,77,1,10,SEA,ARI,73,36,1,47.4,34.0,13.399999999999999,1,0.8,10,ARI,SEA,36,73,0,39.2,39.6,-0.3999999999999986,0,0.2,-124,-1,-1,-16,13.799999999999997,0.6000000000000001
2025-11-09T16:25:00,10,LAR,SF,70,43,16.5,Clear Sky,58,2,69,532,28,76,63,417,27,76,0,10,SF,LAR,43,70,1,37.6,37.6,0.0,0,0.6,10,LAR,SF,70,43,0,45.0,22.6,22.4,1,0.8,115,1,0,6,-22.4,-0.20000000000000007
2025-11-09T16:25:00,10,DET,WAS,73,36,13.3,Light Rain,48,12,79,636,29,76,76,545,27,77,0,10,WAS,DET,36,73,1,31.2,48.0,-16.8,0,0.2,10,DET,WAS,73,36,0,45.0,33.4,11.600000000000001,1,0.6,91,2,-1,3,-28.400000000000002,-0.39999999999999997
2025-11-09T20:20:00,10,PIT,LAC,17,41,-5.8,Overcast Clouds,63,1,68,472,27,76,70,541,28,76,1,10,LAC,PIT,41,17,1,42.2,40.6,1.6000000000000014,1,0.6,10,PIT,LAC,17,41,0,43.0,39.2,3.799999999999997,0,0.6,-69,-1,0,-2,-2.1999999999999957,0.0
2025-11-10T20:15:00,10,PHI,GB,17,12,2.7,Overcast Clouds,27,7,72,395,26,76,68,477,27,77,0,10,GB,PHI,12,17,1,47.2,40.4,6.800000000000004,0,0.6,10,PHI,GB,17,12,0,43.2,40.2,3.0,1,0.6,-82,-1,-1,4,3.8000000000000043,0.0
2025-11-13T20:15:00,11,NYJ,NE,23,45,-20.7,Few Clouds,35,9,66,406,26,76,79,470,26,76,1,11,NE,NYJ,45,23,1,46.2,30.2,16.000000000000004,1,1.0,11,NYJ,NE,23,45,0,36.0,40.2,-4.200000000000003,0,0.4,-64,0,0,-13,20.200000000000006,0.6
2025-11-16T09:30:00,11,WAS,MIA,22,27,-4.1,Light Rain,47,5,71,447,27,76,79,636,29,76,1,11,MIA,WAS,27,22,1,36.6,36.8,-0.19999999999999574,1,0.4,11,WAS,MIA,22,27,0,29.4,59.2,-29.800000000000004,0,0.0,-189,-2,0,-8,29.60000000000001,0.4
2025-11-16T13:00:00,11,CAR,ATL,50,45,-7.5,Clear Sky,51,5,71,469,27,76,73,507,27,76,0,11,ATL,CAR,45,50,1,30.6,40.6,-10.0,0,0.2,11,CAR,ATL,50,45,0,25.2,35.4,-10.2,1,0.6,-38,0,0,-2,0.1999999999999993,-0.39999999999999997
2025-11-16T13:00:00,11,TB,BUF,53,73,-10.8,Few Clouds,34,14,74,580,28,77,67,465,27,76,1,11,BUF,TB,73,53,1,38.0,35.6,2.3999999999999986,1,0.4,11,TB,BUF,53,73,0,40.8,36.6,4.199999999999996,0,0.6,115,1,1,7,-1.7999999999999972,-0.19999999999999996
2025-11-16T13:00:00,11,LAC,JAX,16,58,8.2,Clear Sky,63,4,64,443,27,76,68,472,27,76,1,11,JAX,LAC,58,16,1,36.2,49.0,-12.799999999999997,1,0.4,11,LAC,JAX,16,58,0,47.0,35.0,12.0,0,0.8,-29,0,0,-4,-24.799999999999997,-0.4
2025-11-16T13:00:00,11,CHI,MIN,31,28,-5.0,Overcast Clouds,33,3,65,440,27,76,68,484,27,77,0,11,MIN,CHI,28,31,1,32.8,44.0,-11.200000000000003,0,0.4,11,CHI,MIN,31,28,0,45.8,43.2,2.5999999999999943,1,0.8,-44,0,-1,-3,-13.799999999999997,-0.4
2025-11-16T13:00:00,11,GB,NYG,45,33,12.4,Few Clouds,40,14,79,543,27,76,72,395,26,76,0,11,NYG,GB,33,45,1,43.0,48.4,-5.399999999999999,0,0.2,11,GB,NYG,45,33,0,36.4,30.6,5.799999999999997,1,0.6,148,1,0,7,-11.199999999999996,-0.39999999999999997
2025-11-16T13:00:00,11,CIN,PIT,20,56,-9.1,Scattered Clouds,39,11,70,541,28,76,66,413,27,76,1,11,PIT,CIN,56,20,1,38.4,40.4,-2.0,1,0.4,11,CIN,PIT,20,56,0,51.6,60.0,-8.399999999999999,0,0.2,128,1,0,4,6.399999999999999,0.2
2025-11-16T13:00:00,11,HOU,TEN,27,22,15.1,Clear Sky,46,3,72,459,27,77,75,516,27,77,0,11,TEN,HOU,22,27,1,26.2,45.4,-19.2,0,0.2,11,HOU,TEN,27,22,0,46.4,33.0,13.399999999999999,1,0.6,-57,0,0,-3,-32.599999999999994,-0.39999999999999997
2025-11-16T16:05:00,11,SF,ARI,68,36,9.6,Clear Sky,61,6,83,534,27,77,69,532,28,76,0,11,ARI,SF,36,68,1,39.8,46.6,-6.800000000000004,0,0.2,11,SF,ARI,68,36,0,37.6,44.0,-6.399999999999999,1,0.4,2,-1,1,14,-0.4000000000000057,-0.2
2025-11-16T16:05:00,11,SEA,LAR,31,35,-5.8,Light Rain,58,4,63,417,27,76,67,410,26,76,1,11,LAR,SEA,35,31,1,50.0,24.6,25.4,1,0.8,11,SEA,LAR,31,35,0,54.4,34.6,19.799999999999997,0,0.8,7,1,0,-4,5.600000000000001,0.0
2025-11-16T16:25:00,11,BAL,CLE,38,27,12.4,Overcast Clouds,38,20,71,443,26,77,65,471,27,76,0,11,CLE,BAL,27,38,1,29.8,37.4,-7.599999999999998,0,0.2,11,BAL,CLE,38,27,0,33.2,35.0,-1.7999999999999972,1,0.6,-28,-1,1,6,-5.800000000000001,-0.39999999999999997
2025-11-16T16:25:00,11,KC,DEN,31,36,11.0,Broken Clouds,49,9,66,462,27,77,73,467,26,77,1,11,DEN,KC,36,31,1,39.4,29.6,9.799999999999997,1,1.0,11,KC,DEN,31,36,0,45.6,27.4,18.200000000000003,0,0.6,-5,1,0,-7,-8.400000000000006,0.4
2025-11-16T20:20:00,11,DET,PHI,15,27,-4.1,Scattered Clouds,42,11,68,477,27,77,76,545,27,77,1,11,PHI,DET,27,15,1,36.4,34.4,2.0,1,0.6,11,DET,PHI,15,27,0,48.4,37.2,11.199999999999996,0,0.6,-68,0,0,-8,-9.199999999999996,0.0
2025-11-17T20:15:00,11,DAL,LV,55,27,9.6,Overcast Clouds,56,4,68,433,27,76,69,445,26,75,0,11,LV,DAL,27,55,1,21.8,40.2,-18.400000000000002,0,0.2,11,DAL,LV,55,27,0,49.4,48.0,1.3999999999999986,1,0.4,-12,1,1,-1,-19.8,-0.2
